text,label,pre_text
[c]人都死了，[c]也不会抬腿跑掉。,"[0, 13]",人都死了，也不会抬腿跑掉。
[c]可以动手了吧？,[3],可以动手了吧？
[c]没、没有啊。,[13],没、没有啊。
[c]原剧情里，[c]侯府的人一来接，[c][ch-1]就跟着[ch-0]嬷嬷回侯府了，[c]根本没有这一出啊。,"[0, 0, 0, 13]",原剧情里，侯府的人一来接，ch-1就跟着ch-0嬷嬷回侯府了，根本没有这一出啊。
[c]哎，[c]这发生什么呀？,"[1, 3]",哎，这发生什么呀？
[c]喝！,[2],喝！
[c][ch-0]，[c]你们洗完没？,"[1, 3]",ch-0，你们洗完没？
[c]怎么还不出来，[c][ch-1]都等了半天了！,"[4, 2]",怎么还不出来，ch-1都等了半天了！
[c]不关我的事啊，[c]我不认识她，[c]我不认识她！,"[13, 13, 13]",不关我的事啊，我不认识她，我不认识她！
[c][ch-0]。,[1],ch-0。
[c]别冲动，[c]千万别冲动。,"[7, 7]",别冲动，千万别冲动。
[c]几比几了？,[3],几比几了？
[c]妈妈,[1],妈妈
[c]这是我们唯一的儿子呀！,[2],这是我们唯一的儿子呀！
[c][ch-0]！,[1],ch-0！
[c]小心背后。,[7],小心背后。
[c]嗯！,[12],嗯！
[c]娘，[c]女儿早晨就是起不来嘛。,"[1, 13]",娘，女儿早晨就是起不来嘛。
[c]哎，[c]是啊！,"[2, 12]",哎，是啊！
[c]你当时已是烂醉如泥，[c]我只能在眼睛上蒙了一块黑布，[c]再帮你洗。,"[0, 14, 0]",你当时已是烂醉如泥，我只能在眼睛上蒙了一块黑布，再帮你洗。
[c]回什么卧室啊，[c]有话在客厅说就行,"[4, 0]",回什么卧室啊，有话在客厅说就行
[c]本公主从来没有伺候过别人呢，[c]你可是第一个。,"[13, 2]",本公主从来没有伺候过别人呢，你可是第一个。
[c]原谅你了，[c]谁让你是精神上的处男呢。,"[0, 4]",原谅你了，谁让你是精神上的处男呢。
[c]关于那件事我爸妈已经同意了。,[0],关于那件事我爸妈已经同意了。
[c]是有个人约好了的,[0],是有个人约好了的
[c]是，[c]公子,"[11, 1]",是，公子
[c]大嫂，[c]后来的事情我都知道，[c]谢谢你，[c]一直照顾大哥。,"[1, 0, 0, 0]",大嫂，后来的事情我都知道，谢谢你，一直照顾大哥。
[c]可我没穿衣服，[c]你你确定要我现在开么？,"[13, 3]",可我没穿衣服，你你确定要我现在开么？
[c]跑得倒是快。,[0],跑得倒是快。
[c][ch-0]垂着眸小声说。,[0],ch-0垂着眸小声说。
[c]都喜欢的。,[0],都喜欢的。
[c]你又要让我做什么事？,[3],你又要让我做什么事？
[c]那我，[c]那我先过去拜会一下[ch-2]。,"[0, 9]",那我，那我先过去拜会一下ch-2。
[c]公主，[c]无论如何，[c]我都会保护你的，[c]只可惜我没有相信公主的话，[c]让百姓们将您做的小黑球都带上，[c]这是[ch-0]的错！,"[1, 14, 8, 14, 15, 2]",公主，无论如何，我都会保护你的，只可惜我没有相信公主的话，让百姓们将您做的小黑球都带上，这是ch-0的错！
[c]我不是那个意思,[13],我不是那个意思
[c][ch-2]先生，[c]实在对不起，[c]让您受委屈了，[c]这次事情我一定完美解决，[c]给您一个交代，[c]您可以走了！,"[1, 0, 0, 8, 8, 5]",ch-2先生，实在对不起，让您受委屈了，这次事情我一定完美解决，给您一个交代，您可以走了！
[c]我眼睛可能出问题了，[c]你有没有帮我做检查，[c]我不应该是这张脸。,"[10, 3, 13]",我眼睛可能出问题了，你有没有帮我做检查，我不应该是这张脸。
[c]打疼了么？,[3],打疼了么？
[c]对不住。,[13],对不住。
[c]结果还是晚了一步。,[0],结果还是晚了一步。
[c]等我们赶到的时候，[c]那些亡命之徒已经退得干干净净，[c]我追着他们箭矢的方向，[c]去到附近的河湾处，[c]才找到[ch-1]和[ch-0]。,"[0, 0, 0, 0, 0]",等我们赶到的时候，那些亡命之徒已经退得干干净净，我追着他们箭矢的方向，去到附近的河湾处，才找到ch-1和ch-0。
[c][ch-0]君，[c]我错了。,"[1, 0]",ch-0君，我错了。
[c]我不是东西，[c]我是[ch-1]。,"[13, 0]",我不是东西，我是ch-1。
[c]微臣不敢,[13],微臣不敢
[c]是，[c][ch-0]先生，[c]我也没有想到会发生这样的事情，[c]是我的疏忽，[c]实在是不好意思啊，[c]我肯定给您一个交代。,"[11, 1, 13, 0, 13, 8]",是，ch-0先生，我也没有想到会发生这样的事情，是我的疏忽，实在是不好意思啊，我肯定给您一个交代。
[c]我也要去教室了，[c]临走之前，[c]还是要对之前的不愉快向你说声抱歉，[c]希望我们能够精诚合作，[c]赢得比赛！,"[0, 0, 0, 14, 2]",我也要去教室了，临走之前，还是要对之前的不愉快向你说声抱歉，希望我们能够精诚合作，赢得比赛！
[c][ch-0]，[c]我本来想一直瞒着你的。,"[1, 0]",ch-0，我本来想一直瞒着你的。
[c]兄弟，[c]我对我之前的行为向你道歉，[c]希望你大人不计小人过。,"[1, 0, 0]",兄弟，我对我之前的行为向你道歉，希望你大人不计小人过。
[c]应该是我向[ch-0]告冒昧打扰之罪才是。,[0],应该是我向ch-0告冒昧打扰之罪才是。
[c]而且，[c]如果父亲之前告诉我的是真的，[c]那么就应该明白，[c]您只是在辅助我，[c]而不是控制我，[c]想要到什么样的位置，[c]是我说了算，[c]而不是你们。,"[14, 14, 15, 14, 13, 3, 0, 13]",而且，如果父亲之前告诉我的是真的，那么就应该明白，您只是在辅助我，而不是控制我，想要到什么样的位置，是我说了算，而不是你们。
[c]所以，[c]只这一年来才开始发作？,"[14, 3]",所以，只这一年来才开始发作？
[c]消息从何而来已经不重要了，[c]重要的是温柔吃的那个药是朝廷早就三令五申严禁使用的麻服散。,"[14, 15]",消息从何而来已经不重要了，重要的是温柔吃的那个药是朝廷早就三令五申严禁使用的麻服散。
[c]京京，[c]这里有饭吃吗？,"[1, 3]",京京，这里有饭吃吗？
[c][ch-0]统领五虎上将跟随。,[7],ch-0统领五虎上将跟随。
[c]说的也是，[c]还是干脆就当没发生过这件事情，[c]没打过赌吧。,"[0, 9, 13]",说的也是，还是干脆就当没发生过这件事情，没打过赌吧。
[c]我不这么认为。,[13],我不这么认为。
[c]自始至终，[c]我跟他们没有接触，[c]我也不知道他们做的任何事情，[c]我想不明白他们有任何理由对付我。,"[0, 13, 13, 13]",自始至终，我跟他们没有接触，我也不知道他们做的任何事情，我想不明白他们有任何理由对付我。
[c]会不会是大叔为了找回手机，[c]用别的手机打的！,"[4, 0]",会不会是大叔为了找回手机，用别的手机打的！
[c]看样子你已经对自己的新身份十分适应了。,[2],看样子你已经对自己的新身份十分适应了。
[c]乡野之地，[c]都是些粗糙的野玩意儿，[c]让大人见笑了。,"[0, 0, 0]",乡野之地，都是些粗糙的野玩意儿，让大人见笑了。
[c]你婶子是妇人之见，[c]目光太过短浅了，[c]只说娶个小门小户的女孩，[c]却也不想想小门小户出身的女孩子哪里有什么识见，[c]以后怎生顶门立户，[c]我和你婶子都出身农家，[c]本没什么见只的，[c][ch-0],"[0, 0, 14, 13, 4, 0, 13, 1]",你婶子是妇人之见，目光太过短浅了，只说娶个小门小户的女孩，却也不想想小门小户出身的女孩子哪里有什么识见，以后怎生顶门立户，我和你婶子都出身农家，本没什么见只的，ch-0
[c]你不是拳王吗？,[4],你不是拳王吗？
[c]好。,[12],好。
[c]逸尘，[c]去[ch-0]是你提出的吗？,"[1, 3]",逸尘，去ch-0是你提出的吗？
[c]到顶楼再下去吧。,[5],到顶楼再下去吧。
[c]德公公，[c]皇叔那边还等着我伴读，[c]我先回去了。,"[1, 0, 9]",德公公，皇叔那边还等着我伴读，我先回去了。
[c]哦，[c]这件事情啊，[c]她们在医务室呢。,"[2, 0, 0]",哦，这件事情啊，她们在医务室呢。
[c]降旗起见，[c]禁止任何人进入！,"[7, 7]",降旗起见，禁止任何人进入！
[c]最后一次机会。,[0],最后一次机会。
[c]好。,[12],好。
[c]我哪天单纯过？,[4],我哪天单纯过？
[c]傲来岛，[c]不只这些妖怪，[c]还有更多，[c]只要你愿意帮我取出龙魂，[c]我可以加入诡异调查局，[c]傲来岛所有妖怪，[c]都会成为调查局的势力。,"[0, 13, 15, 14, 15, 0, 15]",傲来岛，不只这些妖怪，还有更多，只要你愿意帮我取出龙魂，我可以加入诡异调查局，傲来岛所有妖怪，都会成为调查局的势力。
[c]我喜欢乖巧一点的女孩子。,[0],我喜欢乖巧一点的女孩子。
[c]哼哼，[c]那是。,"[0, 0]",哼哼，那是。
[c]记得要小心些，[c]别经了风，[c]见了水，[c]病情加重就不好了。,"[5, 0, 0, 0]",记得要小心些，别经了风，见了水，病情加重就不好了。
[c]你们不是没有孩子吗，[c]怎么还急着结婚？,"[4, 4]",你们不是没有孩子吗，怎么还急着结婚？
[c]哦？,[3],哦？
[c]呵，[c]没什么，[c]你和我一起去集团吗？,"[1, 13, 3]",呵，没什么，你和我一起去集团吗？
[c]为什么要怕？,[4],为什么要怕？
[c]不知道，[c]我也正在找她呢，[c]等找到告诉你吧。,"[13, 0, 9]",不知道，我也正在找她呢，等找到告诉你吧。
[c]咱们骑车去？,[3],咱们骑车去？
[c]行了，[c]现在有这么个事情，[c]我们现在肯定要有一个临时基地，[c]你想要放在什么地方？,"[0, 0, 0, 3]",行了，现在有这么个事情，我们现在肯定要有一个临时基地，你想要放在什么地方？
[c]嘿嘿！,[2],嘿嘿！
[c]找好了。,[0],找好了。
[c]老大，[c]那两个人估计是牺牲了，[c]我们这边还剩下六个人，[c]有三个人守在二楼的楼梯口，[c]要不咱们也去二楼，[c]把那家伙给堵住，[c]只要他敢上来，[c]就弄死他，[c]怎么样？,"[1, 10, 0, 0, 9, 15, 14, 15, 3]",老大，那两个人估计是牺牲了，我们这边还剩下六个人，有三个人守在二楼的楼梯口，要不咱们也去二楼，把那家伙给堵住，只要他敢上来，就弄死他，怎么样？
[c]好，[c]我不穿！,"[12, 13]",好，我不穿！
[c]一鼓作气，[c]再而衰，[c]三而竭。,"[0, 0, 0]",一鼓作气，再而衰，三而竭。
[c]这修炼不是一撮而就的事情，[c]是需要大量的时间，[c]大量的精力，[c]坚持持久的进行，[c]你现在没有什么感觉，[c]回去之后就知道为什么让你三天后再来的原因。,"[13, 0, 0, 0, 13, 0]",这修炼不是一撮而就的事情，是需要大量的时间，大量的精力，坚持持久的进行，你现在没有什么感觉，回去之后就知道为什么让你三天后再来的原因。
[c]好了，[c]我们走吧，[c]我看你要出门办事，[c]去忙你的吧。,"[12, 9, 0, 7]",好了，我们走吧，我看你要出门办事，去忙你的吧。
[c]再说了，[c]我想翻盖下房子也不敢啊。,"[0, 13]",再说了，我想翻盖下房子也不敢啊。
[c]也不知道他现在在哪里？,[3],也不知道他现在在哪里？
[c]我们的人都在找，[c]再过半个月左右，[c][ch-0]这边也会出动人手在z国找人，[c]妈不用担心。,"[0, 0, 10, 13]",我们的人都在找，再过半个月左右，ch-0这边也会出动人手在z国找人，妈不用担心。
[c]所以，[c]我会帮你，[c]但我也有一个条件。,"[14, 15, 15]",所以，我会帮你，但我也有一个条件。
[c]好的[ch-0]，[c]没问题，[c]下午见。,"[12, 0, 9]",好的ch-0，没问题，下午见。
[c]家主，[c]找到了，[c]可可能有点复杂！,"[1, 0, 2]",家主，找到了，可可能有点复杂！
[c]没有人！,[13],没有人！
[c]国王没有当场斩杀[ch-0]，[c]便是抱着给他开脱的心思。,"[13, 0]",国王没有当场斩杀ch-0，便是抱着给他开脱的心思。
[c]我看这[ch-0]当真不简单。,[13],我看这ch-0当真不简单。
[c]既然如此，[c]那我就再去会会他吧。,"[14, 15]",既然如此，那我就再去会会他吧。
[c]我和你父亲虽然衣食无缺，[c]又有你哥哥照顾，[c]可你还是想尽你的心意。,"[14, 0, 15]",我和你父亲虽然衣食无缺，又有你哥哥照顾，可你还是想尽你的心意。
[c]这时候还愿意给你请柬的想必是真朋友了。,[0],这时候还愿意给你请柬的想必是真朋友了。
[c]有不明身份的修士，[c]潜入了商船之中。,"[0, 0]",有不明身份的修士，潜入了商船之中。
[c]但是大人放心，[c]经过核对，[c]我们已经锁定了那些修士，[c]很快就会出结果了。,"[15, 0, 0, 0]",但是大人放心，经过核对，我们已经锁定了那些修士，很快就会出结果了。
[c]大叔我在流星花园酒吧等你大叔这次你会来的吧！,[1],大叔我在流星花园酒吧等你大叔这次你会来的吧！
[c]还有事吗？,[3],还有事吗？
[c]驸马的担心很有道理，[c]现在我大唐国力空虚，[c]恐怕无力在全国范围内推广学堂，[c]不过陛下倒是可以在长安和洛阳先行建立几座学堂看一看效果，[c]当然也不必像驸马的学堂那样提供午饭，[c]毕竟朝廷现在财力不足，[c]还是尽量减少一些不必要的开支为好！,"[0, 14, 10, 14, 15, 14, 15]",驸马的担心很有道理，现在我大唐国力空虚，恐怕无力在全国范围内推广学堂，不过陛下倒是可以在长安和洛阳先行建立几座学堂看一看效果，当然也不必像驸马的学堂那样提供午饭，毕竟朝廷现在财力不足，还是尽量减少一些不必要的开支为好！
[c][ch-0]先生，[c]董事长她在别墅会议室里开会呢，[c]您先在这间总统套房休息一下，[c]等下后厨准备好菜肴之后，[c]我会带您入宴的，[c]到时董事长会带着少爷来见你。,"[1, 0, 7, 0, 9, 0]",ch-0先生，董事长她在别墅会议室里开会呢，您先在这间总统套房休息一下，等下后厨准备好菜肴之后，我会带您入宴的，到时董事长会带着少爷来见你。
[c]是。,[11],是。
[c]咬这个。,[0],咬这个。
[c]是！,[11],是！
[c]哎，[c]是！,"[2, 11]",哎，是！
[c]小子，[c]给你两个选择，[c]留下你全部的钱财，[c]功法秘籍，[c]或者，[c]留下你的命，[c]和你的钱财。,"[1, 7, 0, 0, 14, 0, 0]",小子，给你两个选择，留下你全部的钱财，功法秘籍，或者，留下你的命，和你的钱财。
[c][ch-1]爷，[c]茶来了。,"[1, 1]",ch-1爷，茶来了。
[c]妖尊亲传弟子[ch-0]见过前辈，[c]刚才因为吾儿被杀要诛元凶，[c]不小心牵连到您的两位爱徒，[c]我随后一定会做足补偿还请前辈见谅。,"[1, 0, 0, 8]",妖尊亲传弟子ch-0见过前辈，刚才因为吾儿被杀要诛元凶，不小心牵连到您的两位爱徒，我随后一定会做足补偿还请前辈见谅。
[c]你别误会啊，[c]我要去个地方，[c]但是不认识路，[c]你能不能带我去啊？,"[7, 0, 15, 3]",你别误会啊，我要去个地方，但是不认识路，你能不能带我去啊？
[c]你不走？,[3],你不走？
[c][ch-1]先生，[c]您看出来了。,"[1, 0]",ch-1先生，您看出来了。
[c]是元二。,[0],是元二。
[c]不要说话，[c]跟着我走，[c]立即离开这里。,"[7, 7, 7]",不要说话，跟着我走，立即离开这里。
[c]是！,[11],是！
[c]唉，[c]还好，[c]米国管不到咱们[ch-1]，[c]咱们还是可以继续看[ch-0]的电影的。,"[2, 0, 0, 15]",唉，还好，米国管不到咱们ch-1，咱们还是可以继续看ch-0的电影的。
[c][ch-0]的人在二楼和三楼，[c]在战斗结束之前应该不会回去，[c]老三，[c]老五，[c]你们两个用钩爪爬到六楼，[c]我们在下面接应，[c]务必把小姐安安全全带回来！,"[0, 10, 1, 1, 7, 0, 7]",ch-0的人在二楼和三楼，在战斗结束之前应该不会回去，老三，老五，你们两个用钩爪爬到六楼，我们在下面接应，务必把小姐安安全全带回来！
